,temp_aula,hum_aula,pres_aula,min_puerta_1,min_ventana_1,min_ventana_2,min_ventana_3,min_ventana_4,min_ventana_5,min_ventana_6,min_ventana_7,min_ventana_8,min_ventana_9,min_ventana_10,min_ventana_11,min_ventana_12,temp_exterior,nubosidad,hum_exterior,vel_viento,elevacion_sol,acimut_sol,hora_del_dia,dia_de_la_semana,mes_del_ano,temp_calefaccion,temp_calefaccion_inferida,calefaccion_encendida,min_totales_ponderados,derroche_actual,derroche_siguiente_hora
2025-10-29 12:00:00,24.348,57.3625,1003.775,32.3,0.0,0.0,0.0,0.0,40.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,22.0,25.8,57.0,7.9,35.782000000000004,193.1846666666667,12,3,10,23.5,24.9733954560452,0.0,254.6,0,0
2025-10-29 13:00:00,23.784,55.628,1002.84,20.0,0.0,0.0,0.0,0.0,40.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,21.9,50.8,62.0,10.1,31.51866666666667,209.922,13,3,10,23.6,24.710437311302808,0.0,230.0,0,0
2025-10-29 14:00:00,23.305,57.13,1002.15,60.0,0.0,0.0,0.0,0.0,40.0,60.0,60.0,60.0,0.0,0.0,60.0,0.0,21.7,82.8,63.0,9.7,24.526666666666664,224.41933333333333,14,3,10,23.7,24.72972975534716,0.0,310.0,0,0
2025-10-29 15:00:00,24.05333333333333,55.465,1001.9333333333334,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,60.0,60.0,0.0,60.0,0.0,21.3,100.0,65.0,6.5,15.610666666666669,236.696,15,3,10,23.8,24.32506313319256,0.0,190.0,0,0
2025-10-29 16:00:00,24.71333333333333,53.53333333333334,1001.7,60.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,60.0,60.0,0.0,60.0,0.0,20.8,100.0,71.0,5.8,5.344999999999999,247.46733333333336,16,3,10,24.4,25.71765202890188,0.0,310.0,0,0
2025-10-29 17:00:00,24.564,54.70666666666667,1001.76,60.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,60.0,60.0,0.0,60.0,0.0,19.6,100.0,84.0,3.6,-4.4175,255.9675,17,3,10,24.6,25.75454577772193,0.0,310.0,0,0
2025-10-29 18:00:00,24.76,58.338750000000005,1003.125,20.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,60.0,60.0,0.0,60.0,0.0,19.2,100.0,82.0,5.4,-16.17833333333333,265.39166666666665,18,3,10,24.8,25.229007945596685,0.0,230.0,0,0
2025-10-29 19:00:00,24.791666666666668,61.34333333333334,1003.6666666666666,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,18.2,99.2,91.0,9.4,-29.566666666666663,276.6066666666666,19,3,10,25.0,25.586620123414,0.0,90.0,0,0
2025-10-29 20:00:00,24.173333333333336,60.99333333333334,1003.65,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,18.0,96.9,92.0,8.3,-40.86333333333334,287.9633333333333,20,3,10,25.1,25.243752309745098,0.0,90.0,0,0
2025-10-29 21:00:00,23.706666666666667,61.6275,1004.275,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,18.0,100.0,92.0,9.7,-51.31666666666666,302.7766666666667,21,3,10,25.1,24.951052348830853,0.0,90.0,0,0
2025-10-29 22:00:00,23.295,62.015,1004.4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,18.0,100.0,91.0,13.0,-59.74,324.07666666666665,22,3,10,24.9,24.689890996677,0.0,90.0,0,0
2025-10-29 23:00:00,23.305,61.54,1004.55,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,17.2,100.0,88.0,14.8,-63.96,352.22,23,3,10,24.6,24.608480338086608,0.0,90.0,0,0
2025-10-30 00:00:00,23.205,61.34,1004.3,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,16.7,100.0,88.0,13.7,-62.63333333333333,21.38,0,4,10,24.5,24.804659699964866,0.0,90.0,0,0
2025-10-30 01:00:00,23.01,61.22,1004.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,16.6,49.2,86.0,13.3,-56.10333333333333,47.23666666666666,1,4,10,24.3,24.547510239737605,0.0,90.0,0,0
2025-10-30 02:00:00,22.68,61.535,1004.75,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,15.8,6.2,87.0,12.6,-46.50666666666666,65.01333333333334,2,4,10,24.2,24.15345910807484,0.0,90.0,0,0
2025-10-30 03:00:00,22.81,60.955,1005.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,15.0,0.0,88.0,11.9,-35.56,77.88333333333333,3,4,10,24.1,24.13945670071056,0.0,90.0,0,0
2025-10-30 04:00:00,22.793333333333333,60.665,1005.4666666666666,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,14.6,0.0,86.0,11.9,-22.5725,89.5675,4,4,10,24.0,23.965729463924184,0.0,90.0,0,0
2025-10-30 05:00:00,22.80666666666667,59.96,1005.95,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,14.3,0.0,86.0,10.4,-11.2025,98.8075,5,4,10,23.9,23.89460356277849,0.0,90.0,0,0
2025-10-30 06:00:00,22.74,59.25666666666667,1006.5333333333332,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,13.8,0.0,86.0,10.4,0.9269565217391306,108.73782608695652,6,4,10,23.9,23.75975046643542,0.0,90.0,0,0
2025-10-30 07:00:00,22.68,58.676,1007.3,30.0,0.0,0.0,30.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,13.6,0.8,88.0,11.2,9.39904761904762,116.82761904761904,7,4,10,23.9,23.73006230147752,0.0,390.0,0,0
2025-10-30 08:00:00,22.88333333333333,57.845,1008.225,30.0,0.0,0.0,30.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,15.1,3.1,86.0,11.2,19.59266666666667,128.69666666666666,8,4,10,23.7,23.944502095332965,0.0,390.0,0,0
2025-10-30 09:00:00,23.085,57.9725,1008.6,30.0,0.0,0.0,30.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,17.7,3.9,76.0,10.1,27.702666666666666,141.906,9,4,10,23.6,24.01161971887196,0.0,390.0,0,0
2025-10-30 10:00:00,22.986666666666668,57.55,1008.4666666666668,30.0,0.0,0.0,30.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,19.9,0.8,67.0,11.5,33.52866666666667,157.41133333333337,10,4,10,23.6,23.93523631961744,0.0,390.0,0,0
2025-10-30 11:00:00,23.649999999999995,57.31666666666666,1008.0666666666666,30.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,21.4,0.0,59.0,10.8,36.29066666666667,175.2175,11,4,10,23.5,24.27253774989554,0.0,420.0,0,0
2025-10-30 12:00:00,24.036,54.852,1007.36,30.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,22.2,0.0,57.0,9.7,35.460666666666675,193.1093333333333,12,4,10,23.6,24.724187742751827,0.0,420.0,0,0
2025-10-30 13:00:00,23.84,52.72,1006.75,40.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,22.7,1.6,56.0,10.8,31.219999999999995,209.7693333333333,13,4,10,23.7,24.89712254110328,0.0,440.0,0,0
2025-10-30 14:00:00,23.77,50.71,1006.7,30.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,22.4,0.8,58.0,16.6,24.256666666666668,224.21733333333336,14,4,10,23.8,25.00886971250649,0.0,420.0,0,0
2025-10-30 15:00:00,24.266666666666666,51.63,1007.15,24.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,21.5,11.7,64.0,18.4,15.368,236.46866666666665,15,4,10,23.9,25.357628082578,0.0,408.0,0,0
2025-10-30 16:00:00,24.383333333333336,51.25666666666666,1007.65,30.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,20.8,0.8,70.0,18.0,5.188275862068966,247.17310344827587,16,4,10,24.4,25.786053711869304,0.0,360.0,0,0
2025-10-30 17:00:00,24.11,51.625,1008.3333333333334,30.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,19.8,0.0,77.0,20.5,-4.415833333333333,255.53583333333336,17,4,10,24.7,24.748433738066723,0.0,390.0,0,0
2025-10-30 18:00:00,23.8875,50.33749999999999,1008.9333333333334,30.0,60.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,30.0,0.0,60.0,60.0,18.8,0.0,80.0,20.2,-16.17833333333333,264.96166666666664,18,4,10,25.0,24.643712117054097,0.0,405.0,0,0
2025-10-30 19:00:00,23.53,48.57,1008.85,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,17.7,0.0,81.0,14.8,-29.566666666666663,276.1333333333333,19,4,10,25.1,25.351984403215063,0.0,225.0,0,0
2025-10-30 20:00:00,23.4525,49.3975,1009.4333333333334,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,16.6,0.0,89.0,9.7,-40.89,287.4166666666667,20,4,10,25.2,25.33323792339019,0.0,225.0,0,0
2025-10-30 21:00:00,23.24,50.373333333333335,1009.9,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,16.5,13.3,83.0,11.9,-51.39333333333334,302.12666666666667,21,4,10,24.8,25.059476609262145,0.0,225.0,0,0
2025-10-30 22:00:00,23.03,51.35,1009.9,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.9,21.9,80.0,11.5,-59.91,323.3333333333333,22,4,10,24.6,24.75396797861557,0.0,225.0,0,0
2025-10-30 23:00:00,23.01,51.92,1009.9,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.6,21.9,78.0,13.0,-64.25666666666667,351.7633333333333,23,4,10,24.4,24.643041812988244,0.0,225.0,0,0
2025-10-31 00:00:00,22.79,52.45,1009.9,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.4,98.4,77.0,13.7,-62.946666666666665,21.58,0,5,10,24.3,24.718556395489,0.0,225.0,0,0
2025-10-31 01:00:00,22.743333333333336,52.77,1010.15,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.8,16.4,74.0,15.5,-56.36000000000001,47.57666666666668,1,5,10,24.2,24.58773164330032,0.0,225.0,0,0
2025-10-31 02:00:00,22.58,53.2875,1009.825,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.5,38.3,76.0,15.8,-46.73333333333333,65.35333333333334,2,5,10,24.1,24.36827124055803,0.0,225.0,0,0
2025-10-31 03:00:00,22.62,53.45,1009.825,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.1,82.8,78.0,15.8,-35.763333333333335,78.19333333333334,3,5,10,24.0,24.29927785952541,0.0,225.0,0,0
2025-10-31 04:00:00,22.61,53.71666666666667,1009.9,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.0,96.1,79.0,17.3,-22.7225,89.88999999999999,4,5,10,23.9,24.201594971290927,0.0,225.0,0,0
2025-10-31 05:00:00,22.666666666666668,53.635,1009.85,30.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.1,100.0,78.0,17.6,-11.947142857142856,98.62857142857143,5,5,10,23.9,24.157099835878192,0.0,225.0,0,0
2025-10-31 06:00:00,22.6575,54.085,1010.5333333333332,40.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,30.0,0.0,60.0,0.0,15.1,96.1,78.0,17.6,0.4334782608695648,108.74695652173912,6,5,10,23.9,24.13251085818594,0.0,245.0,0,0
2025-10-31 07:00:00,23.044,56.81,1011.175,28.6,0.0,0.0,60.0,60.0,30.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,15.4,95.3,79.0,19.1,9.186363636363636,117.08045454545454,7,5,10,23.9,23.99370178203129,0.0,417.2,0,0
2025-10-31 08:00:00,23.044,56.82,1011.6,30.0,0.0,0.0,60.0,60.0,36.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,16.9,91.4,75.0,18.4,19.53933333333333,129.18133333333336,8,5,10,23.8,23.963029629631937,0.0,426.0,0,0
2025-10-31 09:00:00,23.4,55.985,1011.75,30.0,0.0,0.0,60.0,60.0,36.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,19.2,100.0,70.0,16.9,27.57733333333333,142.40666666666667,9,5,10,24.0,24.286423987356915,0.0,426.0,0,0
2025-10-31 10:00:00,23.435,56.355,1011.3666666666668,30.0,0.0,0.0,60.0,60.0,36.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,20.9,93.0,62.0,16.9,33.32,157.89866666666666,10,5,10,24.3,24.20861191992246,0.0,426.0,0,0
2025-10-31 11:00:00,23.616666666666664,53.70666666666667,1010.8666666666668,30.0,60.0,0.0,29.0,60.0,36.0,60.0,60.0,60.0,30.0,0.0,60.0,60.0,22.1,68.7,56.0,19.1,35.993333333333325,175.24266666666665,11,5,10,24.6,23.912715316612967,0.0,440.0,0,0
2025-10-31 12:00:00,23.532857142857143,51.705714285714286,1010.4142857142856,30.0,0.0,0.0,29.0,60.0,36.0,60.0,60.0,60.0,0.0,0.0,60.0,60.0,23.0,82.8,52.0,19.8,35.14333333333333,193.03533333333337,12,5,10,24.4,24.81511331434985,0.0,365.0,0,0
2025-10-31 13:00:00,23.18,50.71,1010.4142857142856,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,23.4,100.0,48.0,19.4,30.92533333333333,209.6186666666668,13,5,10,24.8,24.36914345515371,0.0,299.0,0,0
2025-10-31 14:00:00,23.21,51.155,1010.3,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,23.3,100.0,47.0,18.7,23.988666666666667,224.0186666666667,14,5,10,25.0,24.35819971419584,0.0,299.0,0,0
2025-10-31 15:00:00,23.21,50.31,1010.3,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,22.7,100.0,49.0,16.9,15.130666666666665,236.2446666666667,15,5,10,24.8,24.443225689180025,0.0,299.0,0,0
2025-10-31 16:00:00,23.075,49.325,1010.6,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,22.0,100.0,52.0,17.3,5.037333333333334,246.8753333333333,16,5,10,25.1,24.49395848795532,0.0,299.0,0,0
2025-10-31 17:00:00,22.82333333333333,49.626666666666665,1011.0,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,20.8,96.1,54.0,15.5,-4.822727272727272,255.4290909090909,17,5,10,25.2,24.2789342216846,0.0,299.0,0,0
2025-10-31 18:00:00,22.7775,50.8325,1011.5,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,19.7,100.0,58.0,13.7,-16.178333333333335,264.535,18,5,10,25.3,24.20781172863704,0.0,299.0,0,0
2025-10-31 19:00:00,22.73,51.225,1011.65,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,19.5,100.0,56.0,15.8,-29.57,275.66333333333336,19,5,10,25.4,24.19937981891391,0.0,299.0,0,0
2025-10-31 20:00:00,22.765,51.473333333333336,1012.0,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,18.5,100.0,60.0,15.5,-40.91,286.8766666666666,20,5,10,25.5,24.276958604660464,0.0,299.0,0,0
2025-10-31 21:00:00,22.84,51.64,1012.0333333333334,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.8,98.4,62.0,15.8,-51.46,301.48,21,5,10,25.4,24.3673670164582,0.0,299.0,0,0
2025-10-31 22:00:00,22.85,51.92,1011.9,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.2,79.7,64.0,16.2,-60.07666666666666,322.59,22,5,10,25.2,24.392397910795736,0.0,299.0,0,0
2025-10-31 23:00:00,22.78,52.02,1011.75,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,16.4,73.4,66.0,16.2,-64.54333333333334,351.3,23,5,10,25.0,24.30696840862392,0.0,299.0,0,0
2025-11-01 00:00:00,22.695,52.155,1011.5,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,15.8,94.5,68.0,15.8,-63.25,21.790000000000003,0,6,11,24.9,24.580027977744347,0.0,299.0,0,0
2025-11-01 01:00:00,22.585,52.315,1011.7,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,15.5,100.0,72.0,13.7,-56.623333333333335,47.91666666666666,1,6,11,24.8,24.45072425801992,0.0,299.0,0,0
2025-11-01 02:00:00,22.41,52.48,1011.5,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,15.2,99.2,73.0,14.8,-46.95333333333334,65.69333333333334,2,6,11,24.7,24.237660198354764,0.0,299.0,0,0
2025-11-01 03:00:00,22.445,52.34666666666666,1011.5333333333334,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,15.1,100.0,73.0,16.6,-35.97,78.50333333333333,3,6,11,24.7,24.19579953848957,0.0,299.0,0,0
2025-11-01 04:00:00,22.345,52.47,1011.5666666666666,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,14.9,100.0,74.0,17.6,-22.8675,90.205,4,6,11,24.6,24.03112819702016,0.0,299.0,0,0
2025-11-01 05:00:00,22.445,52.26,1011.95,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,14.7,100.0,74.0,18.4,-11.95142857142857,99.04428571428572,5,6,11,24.5,24.02623778622097,0.0,299.0,0,0
2025-11-01 06:00:00,22.416666666666668,52.2275,1012.35,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,14.6,100.0,74.0,19.1,0.2300000000000001,108.98954545454548,6,6,11,24.5,23.915646814089023,0.0,299.0,0,0
2025-11-01 07:00:00,22.129999999999995,52.60333333333333,1012.9666666666668,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,14.7,100.0,75.0,19.1,8.978695652173913,117.33173913043478,7,6,11,24.4,23.65455188934189,0.0,299.0,0,0
2025-11-01 08:00:00,22.105,52.635000000000005,1013.35,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,16.0,100.0,71.0,18.0,19.48733333333333,129.66266666666667,8,6,11,24.3,23.56811338076165,0.0,299.0,0,0
2025-11-01 09:00:00,22.19,52.67,1013.3,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,18.3,100.0,66.0,18.7,27.454666666666665,142.9006666666667,9,6,11,24.3,23.666911653367173,0.0,299.0,0,0
2025-11-01 10:00:00,22.25,52.49,1012.9333333333334,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,20.3,99.2,58.0,18.0,33.11,158.3826666666667,10,6,11,24.2,23.664902523826505,0.0,299.0,0,0
2025-11-01 11:00:00,22.35,51.89,1012.5,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,21.6,99.2,55.0,18.4,35.69733333333333,175.56133333333335,11,6,11,24.2,23.801086635436832,0.0,299.0,0,0
2025-11-01 12:00:00,22.535,50.2375,1011.9,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,23.2,100.0,48.0,18.0,34.83,192.9633333333333,12,6,11,24.2,24.02441558231492,0.0,299.0,0,0
2025-11-01 13:00:00,22.74,50.14,1011.9,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,24.1,100.0,43.0,16.9,30.63133333333333,209.4713333333333,13,6,11,24.1,24.14941207193891,0.0,299.0,0,0
2025-11-01 14:00:00,22.7925,48.73333333333333,1011.85,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,24.6,100.0,37.0,16.6,23.724,223.826,14,6,11,24.1,24.232924760208977,0.0,299.0,0,0
2025-11-01 15:00:00,22.71,49.715,1011.75,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,23.9,94.5,38.0,17.6,14.585,236.36875000000003,15,6,11,24.1,24.13415531691222,0.0,299.0,0,0
2025-11-01 16:00:00,22.71,50.14333333333334,1011.8333333333334,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,23.0,64.8,42.0,19.4,4.710666666666667,246.75233333333333,16,6,11,24.1,24.20304180205817,0.0,299.0,0,0
2025-11-01 17:00:00,22.6,49.95,1012.3666666666668,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,21.4,56.2,45.0,20.9,-5.875454545454545,255.84909090909093,17,6,11,24.1,24.15229801198388,0.0,299.0,0,0
2025-11-01 18:00:00,22.485,49.305,1012.75,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,20.5,64.1,47.0,19.4,-17.01,264.778,18,6,11,24.2,24.13878193094377,0.0,299.0,0,0
2025-11-01 19:00:00,22.35,48.6,1013.0,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,19.4,10.2,49.0,18.7,-29.57,275.2033333333333,19,6,11,24.1,24.122561063995835,0.0,299.0,0,0
2025-11-01 20:00:00,22.39,48.68000000000001,1013.45,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,18.4,53.1,53.0,17.3,-40.93,286.34666666666664,20,6,11,24.0,24.19716519200905,0.0,299.0,0,0
2025-11-01 21:00:00,22.11,48.6,1013.45,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.8,100.0,56.0,18.0,-51.52666666666667,300.8466666666667,21,6,11,24.0,24.08592008599521,0.0,299.0,0,0
2025-11-01 22:00:00,22.203333333333333,48.876666666666665,1013.7,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.8,78.9,56.0,16.6,-60.23333333333333,321.8566666666667,22,6,11,24.0,24.16005426231988,0.0,299.0,0,0
2025-11-01 23:00:00,22.34,49.2,1013.6,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.6,63.3,57.0,16.9,-64.83,230.85333333333327,23,6,11,24.0,24.432347763300847,0.0,299.0,0,0
2025-11-02 00:00:00,22.175,49.44,1013.4,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.2,46.9,59.0,19.8,-63.55333333333334,22.00333333333333,0,7,11,23.9,24.46252073138492,0.0,299.0,0,0
2025-11-02 01:00:00,22.29,49.5,1012.9,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.1,66.4,58.0,18.4,-56.876666666666665,48.27,1,7,11,23.9,24.410348296115025,0.0,299.0,0,0
2025-11-02 02:00:00,22.17,49.895,1012.325,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.1,77.3,59.0,19.4,-47.16666666666666,66.04,2,7,11,23.9,24.244380576613164,0.0,299.0,0,0
2025-11-02 03:00:00,22.155,50.075,1012.3,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.3,99.2,60.0,18.7,-36.16333333333333,78.81333333333333,3,7,11,23.9,24.16295182527871,0.0,299.0,0,0
2025-11-02 04:00:00,22.15333333333333,50.5825,1012.7,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,17.6,100.0,62.0,18.0,-23.0075,90.52,4,7,11,23.9,24.08831780967344,0.0,299.0,0,0
2025-11-02 05:00:00,22.14,50.93,1013.3,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,18.0,100.0,65.0,16.6,-11.954285714285716,99.45571428571428,5,7,11,23.8,24.060005328860044,0.0,299.0,0,0
2025-11-02 06:00:00,22.038000000000004,52.26571428571429,1013.3714285714286,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,18.6,100.0,65.0,17.6,0.2231818181818181,109.40590909090908,6,7,11,23.8,23.86890995382991,0.0,299.0,0,0
2025-11-02 07:00:00,22.066666666666663,52.63,1014.25,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,18.7,100.0,69.0,19.1,8.997916666666667,117.80416666666666,7,7,11,23.8,23.91537487995712,0.0,299.0,0,0
2025-11-02 08:00:00,22.066666666666663,53.26,1014.7333333333332,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,19.1,18.0,70.0,18.7,19.434,130.138,8,7,11,23.8,23.853170030658752,0.0,299.0,0,0
2025-11-02 09:00:00,22.12,54.04,1014.6,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,21.5,45.3,60.0,16.6,27.33066666666667,143.38933333333335,9,7,11,23.8,23.73743869001856,0.0,299.0,0,0
2025-11-02 10:00:00,22.261666666666667,52.67285714285714,1014.8833333333332,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,22.9,44.5,52.0,14.8,32.90133333333333,158.86,10,7,11,23.8,23.80916504720784,0.0,299.0,0,0
2025-11-02 11:00:00,22.658,48.96,1014.1,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,24.0,36.7,46.0,13.7,35.38857142857143,175.872,11,7,11,23.8,24.27256960626192,0.0,299.0,0,0
2025-11-02 12:00:00,22.866666666666664,45.97666666666667,1013.45,30.0,0.0,0.0,29.0,60.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,60.0,24.7,39.1,42.0,7.9,34.52,192.896,12,7,11,23.8,24.5277825905,0.0,299.0,0,0
