,hora_del_dia,dia_de_la_semana,mes_del_ano,temp_aula,hum_aula,pres_aula,temp_exterior,nubosidad,hum_exterior,vel_viento,elevacion_sol,acimut_sol,calefaccion_encendida,derroche_siguiente_hora
2025-10-13 04:00:00,4,1,10,22.195,67.165,1012.7,17.8,100.0,86.0,21.6,-18.794000000000004,84.588,0.0,0
2025-10-13 05:00:00,5,1,10,22.3,67.64,1012.7,17.9,100.0,84.0,22.0,-7.433,94.056,0.0,0
2025-10-13 06:00:00,6,1,10,23.12,70.9225,1012.7333333333332,18.0,100.0,83.0,22.0,3.738928571428571,103.25285714285712,0.0,0
2025-10-13 07:00:00,7,1,10,23.725,69.095,1012.8,17.3,100.0,85.0,20.2,13.695882352941176,112.62117647058824,0.0,0
2025-10-13 08:00:00,8,1,10,24.085,68.11500000000001,1013.2,18.3,99.2,84.0,20.9,24.32933333333333,124.76266666666668,0.0,0
2025-10-13 09:00:00,9,1,10,23.56857142857143,68.11,1013.0285714285714,20.1,98.4,82.0,21.2,32.944,138.58599999999998,0.0,0
2025-10-13 10:00:00,10,1,10,23.965,69.03999999999999,1013.2,20.7,100.0,80.0,17.3,39.239333333333335,155.26666666666662,0.0,0
2025-10-13 11:00:00,11,1,10,24.532,68.602,1013.26,19.4,100.0,89.0,9.7,42.24933333333333,174.528,0.0,0
2025-10-13 12:00:00,12,1,10,23.8675,68.44250000000001,1012.6333333333332,19.2,100.0,91.0,15.1,41.312000000000005,194.5633333333333,0.0,0
2025-10-13 13:00:00,13,1,10,23.379999999999995,69.33,1012.4,19.1,100.0,88.0,18.0,36.656,212.72266666666664,0.0,0
2025-10-13 14:00:00,14,1,10,24.0925,71.43875,1012.3,19.0,99.2,88.0,25.9,29.154666666666664,228.02800000000005,0.0,0
2025-10-13 15:00:00,15,1,10,24.375,70.985,1011.95,19.6,100.0,84.0,18.7,19.76533333333333,240.69533333333337,0.0,0
2025-10-13 16:00:00,16,1,10,24.63833333333333,70.72166666666668,1011.9199999999998,19.7,100.0,83.0,19.1,8.503478260869567,252.19956521739127,0.0,0
2025-10-13 17:00:00,17,1,10,25.036666666666665,70.12,1011.9,19.3,100.0,87.0,16.6,-0.1950000000000001,259.904,0.0,0
2025-10-13 18:00:00,18,1,10,25.293333333333333,68.32666666666667,1012.55,18.8,100.0,90.0,10.4,-12.8225,270.09375,0.0,0
2025-10-13 19:00:00,19,1,10,24.4225,68.93,1012.5,18.9,100.0,92.0,14.8,-25.636666666666667,281.22,0.0,0
2025-10-13 20:00:00,20,1,10,23.89,69.49,1012.9,18.4,95.3,93.0,13.7,-36.7,292.88666666666666,0.0,0
2025-10-13 21:00:00,21,1,10,23.585,69.535,1012.925,18.3,64.1,93.0,13.3,-46.693333333333335,307.7333333333333,0.0,0
2025-10-13 22:00:00,22,1,10,23.43,69.35,1012.85,17.6,60.2,95.0,10.4,-54.49333333333333,327.8233333333333,0.0,0
2025-10-13 23:00:00,23,1,10,23.27,69.01,1013.0,17.3,93.7,95.0,16.9,-58.333333333333336,352.75333333333333,0.0,0
2025-10-14 00:00:00,0,2,10,23.065,68.66999999999999,1012.85,17.4,30.5,94.0,15.1,-57.24,18.39,0.0,0
2025-10-14 01:00:00,1,2,10,22.781666666666663,68.99166666666666,1013.0166666666668,17.1,11.7,94.0,14.8,-51.41666666666666,41.98,0.0,0
2025-10-14 02:00:00,2,2,10,22.51,69.03666666666668,1012.275,16.3,97.7,94.0,11.5,-42.47,59.50333333333333,0.0,0
2025-10-14 03:00:00,3,2,10,22.44666666666667,68.93666666666667,1011.85,16.8,96.1,93.0,13.0,-31.91333333333333,72.71666666666665,0.0,0
2025-10-14 04:00:00,4,2,10,22.605,68.15,1012.25,17.0,43.7,92.0,14.0,-18.888,85.012,0.0,0
2025-10-14 05:00:00,5,2,10,22.75333333333333,67.82666666666667,1012.6,16.0,3.1,93.0,10.4,-7.433000000000002,94.53900000000002,0.0,0
2025-10-14 06:00:00,6,2,10,23.51333333333333,71.5,1012.85,15.3,5.5,94.0,9.4,3.5488888888888885,103.5737037037037,0.0,0
2025-10-14 07:00:00,7,2,10,24.04,70.57,1012.9,16.0,10.9,93.0,7.6,13.06235294117647,112.51235294117646,0.0,0
2025-10-14 08:00:00,8,2,10,23.945,66.515,1013.2,17.8,7.8,90.0,6.5,23.63133333333333,124.474,0.0,0
2025-10-14 09:00:00,9,2,10,24.096666666666668,67.42999999999999,1013.4,19.6,7.8,84.0,5.4,32.29066666666667,138.15333333333328,0.0,0
2025-10-14 10:00:00,10,2,10,24.77666666666667,68.85666666666667,1013.3,21.0,43.0,77.0,5.8,38.67933333333334,154.6326666666667,0.0,0
2025-10-14 11:00:00,11,2,10,25.025,65.17500000000001,1013.0,21.9,76.6,73.0,8.6,41.8475,174.24249999999998,0.0,0
2025-10-14 12:00:00,12,2,10,24.65833333333333,64.52499999999999,1012.4199999999998,22.1,85.2,72.0,9.4,40.94733333333333,194.47,0.0,0
2025-10-14 13:00:00,13,2,10,24.04,65.18,1011.8,22.6,41.4,72.0,11.9,36.318666666666665,212.53066666666663,0.0,0
2025-10-14 14:00:00,14,2,10,24.65,62.61333333333334,1011.6,22.1,46.1,74.0,12.2,28.85133333333334,227.78266666666664,0.0,0
2025-10-14 15:00:00,15,2,10,24.78333333333333,61.52333333333333,1011.8666666666668,21.8,50.0,74.0,15.8,19.493333333333336,240.42866666666671,0.0,0
2025-10-14 16:00:00,16,2,10,24.935,63.795,1012.35,21.2,39.1,78.0,13.3,8.443478260869567,251.75260869565216,0.0,0
2025-10-14 17:00:00,17,2,10,25.336666666666662,65.7775,1012.7333333333336,20.5,23.4,83.0,10.1,-0.533809523809524,259.687619047619,0.0,0
2025-10-14 18:00:00,18,2,10,24.965,65.285,1013.2,19.7,26.6,88.0,10.4,-13.575714285714284,270.2185714285714,0.0,0
2025-10-14 19:00:00,19,2,10,24.55666666666667,65.995,1013.5666666666668,19.7,23.4,90.0,7.2,-25.653333333333336,280.69666666666666,0.0,0
2025-10-14 20:00:00,20,2,10,24.285,66.61,1013.95,19.0,32.8,92.0,9.0,-36.74333333333333,292.2966666666667,0.0,0
2025-10-14 21:00:00,21,2,10,24.05,67.03999999999999,1014.2,18.6,25.8,92.0,11.2,-46.803333333333335,307.0566666666667,0.0,0
2025-10-14 22:00:00,22,2,10,23.92,67.41,1013.9,18.2,44.5,93.0,11.2,-54.703333333333326,327.0933333333333,0.0,0
2025-10-14 23:00:00,23,2,10,23.785,67.685,1013.7,17.8,34.4,93.0,9.0,-58.67,352.31333333333333,0.0,0
2025-10-15 00:00:00,0,3,10,23.73,67.82499999999999,1013.85,17.2,39.1,94.0,9.7,-57.6,18.55666666666667,0.0,0
2025-10-15 01:00:00,1,3,10,23.62,67.66000000000001,1013.7333333333332,17.0,32.8,93.0,7.9,-51.73333333333333,42.28666666666666,0.0,0
2025-10-15 02:00:00,2,3,10,23.505,67.655,1013.5,16.8,20.3,93.0,7.9,-42.74666666666667,59.84333333333333,0.0,0
2025-10-15 03:00:00,3,3,10,23.42,67.74,1013.4,16.3,11.7,93.0,7.9,-32.163333333333334,73.04333333333334,0.0,0
2025-10-15 04:00:00,4,3,10,23.41,67.61,1013.5,16.1,23.4,92.0,9.0,-18.982,85.43599999999999,0.0,0
2025-10-15 05:00:00,5,3,10,23.42,67.645,1013.6,16.1,58.6,92.0,11.9,-7.937777777777778,94.61,0.0,0
2025-10-15 06:00:00,6,3,10,23.36,67.925,1013.9,16.0,40.6,92.0,7.6,3.309999999999999,103.86499999999998,0.0,0
2025-10-15 07:00:00,7,3,10,22.7675,68.36,1014.35,16.7,100.0,98.0,7.9,13.046470588235294,113.02647058823528,0.0,0
2025-10-15 08:00:00,8,3,10,23.215,68.20750000000001,1014.5333333333332,17.8,67.2,94.0,7.9,23.568,125.02199999999998,0.0,0
2025-10-15 09:00:00,9,3,10,23.96,66.64333333333333,1014.8,19.4,25.8,88.0,5.0,32.15266666666667,138.72733333333332,0.0,0
2025-10-15 10:00:00,10,3,10,24.9,65.00999999999999,1014.6,20.8,4.7,79.0,5.4,38.44266666666667,155.20266666666663,0.0,0
2025-10-15 11:00:00,11,3,10,25.2725,63.557500000000005,1014.1,21.3,19.5,74.0,9.7,41.48666666666667,174.62125000000003,0.0,0
2025-10-15 12:00:00,12,3,10,24.87,62.28666666666667,1013.45,21.4,40.6,73.0,12.2,40.588,194.372,0.0,0
2025-10-15 13:00:00,13,3,10,24.36,62.626666666666665,1013.2,21.6,82.0,76.0,11.2,35.98466666666666,212.33733333333336,0.0,0
2025-10-15 14:00:00,14,3,10,24.723333333333333,63.97,1012.9,21.6,95.3,76.0,11.5,28.550666666666665,227.53866666666667,0.0,0
2025-10-15 15:00:00,15,3,10,25.12,62.67,1012.8,21.2,58.6,77.0,11.2,19.222000000000005,240.16000000000005,0.0,0
2025-10-15 16:00:00,16,3,10,25.0575,61.6725,1012.9333333333334,20.7,49.2,78.0,9.4,8.194166666666668,251.48041666666663,0.0,0
2025-10-15 17:00:00,17,3,10,25.455,61.156666666666666,1013.45,20.0,50.0,84.0,6.8,-0.7410000000000002,259.3815,0.0,0
2025-10-15 18:00:00,18,3,10,25.7,61.47,1013.45,19.2,70.3,88.0,4.3,-13.572857142857144,269.73,0.0,0
2025-10-15 19:00:00,19,3,10,25.19,62.28666666666666,1014.0,18.9,35.2,90.0,4.3,-25.656666666666663,280.16333333333336,0.0,0
2025-10-15 20:00:00,20,3,10,24.9,62.88,1014.0,18.4,17.2,92.0,5.0,-36.78333333333333,291.7033333333333,0.0,0
2025-10-15 21:00:00,21,3,10,24.68,63.34,1014.35,17.7,25.0,93.0,5.4,-46.90333333333333,306.37666666666667,0.0,0
2025-10-15 22:00:00,22,3,10,24.46,63.84,1014.3,17.2,12.5,94.0,6.8,-54.906666666666666,326.35,0.0,0
2025-10-15 23:00:00,23,3,10,24.366666666666664,63.885000000000005,1014.0,16.6,14.1,96.0,8.3,-59.00333333333333,351.85666666666674,0.0,0
2025-10-16 00:00:00,0,4,10,24.27,63.92,1013.7333333333332,16.3,21.1,95.0,9.4,-57.95333333333334,18.726666666666667,0.0,0
2025-10-16 01:00:00,1,4,10,24.185,63.92,1013.4,16.9,10.2,93.0,9.4,-52.04666666666666,42.60333333333333,0.0,0
2025-10-16 02:00:00,2,4,10,24.145,63.905,1013.0,16.4,11.7,92.0,9.0,-43.01666666666666,60.18333333333334,0.0,0
2025-10-16 03:00:00,3,4,10,24.063333333333333,63.77666666666666,1012.7000000000002,16.0,22.7,92.0,8.3,-32.40666666666667,73.36999999999999,0.0,0
2025-10-16 04:00:00,4,4,10,24.0,63.24,1012.7000000000002,15.6,53.9,93.0,8.3,-19.076,85.856,0.0,0
2025-10-16 05:00:00,5,4,10,23.935,63.16,1012.95,15.1,18.0,93.0,9.0,-7.941111111111111,95.08999999999996,0.0,0
2025-10-16 06:00:00,6,4,10,23.965,63.895,1013.15,14.8,24.2,93.0,8.6,3.11925925925926,104.1825925925926,0.0,0
2025-10-16 07:00:00,7,4,10,24.36,62.583333333333336,1013.5666666666668,14.7,89.8,93.0,9.7,12.760000000000002,113.27555555555556,0.0,0
2025-10-16 08:00:00,8,4,10,24.75,62.76,1013.5666666666668,16.6,89.8,86.0,9.0,23.49866666666667,125.56333333333332,0.0,0
2025-10-16 09:00:00,9,4,10,24.68,64.06,1013.6,18.9,43.0,79.0,8.6,32.012,139.29533333333336,0.0,0
2025-10-16 10:00:00,10,4,10,25.42333333333333,62.05666666666667,1013.3333333333334,20.5,14.1,74.0,5.4,38.20666666666667,155.76799999999997,0.0,0
2025-10-16 11:00:00,11,4,10,25.72666666666667,59.27666666666667,1012.7,21.7,38.3,72.0,5.8,41.14933333333333,174.66866666666667,0.0,0
2025-10-16 12:00:00,12,4,10,25.5825,57.2825,1012.075,22.5,85.9,66.0,7.6,40.22733333333333,194.274,0.0,0
2025-10-16 13:00:00,13,4,10,24.805,59.475,1011.6,22.5,87.5,69.0,9.7,35.653333333333336,212.144,0.0,0
2025-10-16 14:00:00,14,4,10,24.575000000000003,61.255,1011.3,22.3,100.0,70.0,12.2,28.25333333333333,227.29466666666664,0.0,0
2025-10-16 15:00:00,15,4,10,24.37,61.46,1011.55,21.1,100.0,78.0,11.9,18.95533333333333,239.89466666666664,0.0,0
2025-10-16 16:00:00,16,4,10,24.145,61.95,1011.75,20.5,100.0,81.0,10.8,7.868333333333332,251.2795833333333,0.0,0
2025-10-16 17:00:00,17,4,10,24.0325,63.982000000000006,1012.16,20.1,100.0,85.0,7.6,-0.950526315789474,259.07947368421054,0.0,0
2025-10-16 18:00:00,18,4,10,24.04,63.76,1012.16,19.7,95.3,88.0,4.3,-13.572857142857144,269.2471428571429,0.0,0
2025-10-16 19:00:00,19,4,10,23.61,61.76833333333334,1012.7,18.9,97.7,91.0,3.2,-25.666666666666668,279.6433333333334,0.0,0
2025-10-16 20:00:00,20,4,10,23.54,60.51,1013.0,18.9,94.5,91.0,5.8,-36.82333333333333,291.11999999999995,0.0,0
2025-10-16 21:00:00,21,4,10,23.375,60.215,1012.7,18.5,74.2,92.0,5.8,-47.0,305.7033333333333,0.0,0
2025-10-16 22:00:00,22,4,10,23.34,60.33,1012.4,17.9,67.2,94.0,7.2,-55.10666666666666,325.61333333333334,0.0,0
2025-10-16 23:00:00,23,4,10,23.22,60.96,1012.5,17.4,57.8,93.0,7.6,-59.333333333333336,351.4066666666667,0.0,0
2025-10-17 00:00:00,0,5,10,23.21,60.95,1012.2,17.0,25.8,92.0,9.7,-58.30666666666667,18.9,0.0,0
2025-10-17 01:00:00,1,5,10,23.22,60.76,1011.8666666666668,16.6,14.1,90.0,7.9,-52.36000000000001,42.91666666666666,0.0,0
2025-10-17 02:00:00,2,5,10,23.14,60.626666666666665,1011.15,16.0,31.2,91.0,6.5,-43.28666666666667,60.52333333333333,0.0,0
2025-10-17 03:00:00,3,5,10,23.05666666666666,60.42,1011.25,15.6,23.4,92.0,6.5,-32.65,73.69666666666667,0.0,0
2025-10-17 04:00:00,4,5,10,22.955,60.48,1011.5,15.3,8.6,92.0,6.5,-20.2325,85.37,0.0,0
2025-10-17 05:00:00,5,5,10,22.975,60.35,1011.85,15.1,6.2,92.0,7.2,-8.638000000000002,94.998,0.0,0
2025-10-17 06:00:00,6,5,10,22.86,61.11333333333332,1012.15,15.0,19.5,91.0,6.5,2.927692307692308,104.49384615384614,0.0,0
2025-10-17 07:00:00,7,5,10,23.425,59.5325,1012.4333333333334,16.2,6.2,88.0,5.4,12.486842105263158,113.53157894736844,0.0,0
2025-10-17 08:00:00,8,5,10,23.72,59.53666666666667,1012.9,18.0,13.3,85.0,4.7,23.432666666666663,126.106,0.0,0
2025-10-17 09:00:00,9,5,10,23.686666666666667,60.1,1012.9,19.6,3.1,81.0,3.2,31.86866666666667,139.85866666666666,0.0,0
2025-10-17 10:00:00,10,5,10,24.606666666666666,61.63,1012.6,20.7,2.3,77.0,3.6,37.967333333333336,156.3213333333333,0.0,0
2025-10-17 11:00:00,11,5,10,24.78,60.94,1012.25,21.6,10.9,73.0,5.8,40.79142857142857,175.0293333333333,0.0,0
2025-10-17 12:00:00,12,5,10,24.453333333333333,60.126666666666665,1011.65,22.1,25.0,70.0,6.5,39.870666666666665,194.1873333333333,0.0,0
2025-10-17 13:00:00,13,5,10,24.183333333333334,60.796666666666674,1011.25,22.6,17.2,67.0,10.1,35.32,211.96066666666667,0.0,0
2025-10-17 14:00:00,14,5,10,24.1075,61.0,1011.05,21.7,55.5,72.0,11.5,27.953333333333333,227.06066666666663,0.0,0
2025-10-17 15:00:00,15,5,10,24.115,63.705,1011.4,21.9,71.1,69.0,10.8,18.686,239.63666666666663,0.0,0
2025-10-17 16:00:00,16,5,10,24.23,64.045,1011.75,20.5,69.5,78.0,4.7,7.638,250.9996,0.0,0
2025-10-17 17:00:00,17,5,10,24.108000000000004,63.646,1012.325,19.8,60.2,84.0,4.7,-1.1666666666666667,258.7855555555555,0.0,0
2025-10-17 18:00:00,18,5,10,23.072857142857146,56.55428571428571,1013.0714285714286,18.8,43.0,88.0,3.2,-13.571428571428571,268.76428571428573,0.0,0
2025-10-17 19:00:00,19,5,10,23.2825,56.915,1013.1,18.0,64.8,92.0,7.2,-25.676666666666662,279.12666666666667,0.0,0
2025-10-17 20:00:00,20,5,10,23.36,57.385,1013.55,17.1,12.5,94.0,11.2,-36.85666666666666,290.53333333333336,0.0,0
2025-10-17 21:00:00,21,5,10,23.11,57.95,1013.55,16.8,11.7,94.0,10.8,-47.09666666666666,305.03,0.0,0
2025-10-17 22:00:00,22,5,10,23.186666666666667,58.04,1013.7666666666664,16.5,10.2,94.0,6.8,-55.30666666666667,324.87333333333333,0.0,0
2025-10-17 23:00:00,23,5,10,23.03,58.17999999999999,1013.76,16.0,18.7,94.0,6.5,-59.656666666666666,350.95,0.0,0
2025-10-18 00:00:00,0,6,10,22.83,58.25,1013.8,15.5,0.0,94.0,5.8,-58.656666666666666,19.08,0.0,0
2025-10-18 01:00:00,1,6,10,22.99,57.9,1013.9,15.5,0.0,91.0,8.3,-52.66666666666666,43.24333333333333,0.0,0
2025-10-18 02:00:00,2,6,10,23.15,57.52333333333333,1013.7,15.3,0.0,90.0,7.9,-43.553333333333335,60.870000000000005,0.0,0
2025-10-18 03:00:00,3,6,10,23.135,57.295,1014.0,15.0,0.0,89.0,7.9,-32.88666666666666,74.02333333333333,0.0,0
2025-10-18 04:00:00,4,6,10,22.95,57.07666666666668,1013.95,14.6,0.0,89.0,8.3,-20.3425,85.77000000000001,0.0,0
2025-10-18 05:00:00,5,6,10,22.35,57.31,1014.2,14.4,0.0,88.0,7.2,-8.64,95.47,0.0,0
2025-10-18 06:00:00,6,6,10,22.41,56.665,1014.5666666666666,14.2,0.0,87.0,6.8,2.920384615384616,104.96807692307692,0.0,0
2025-10-18 07:00:00,7,6,10,22.315,56.38,1015.05,13.9,0.8,87.0,8.3,12.145555555555552,113.69333333333331,0.0,0
2025-10-18 08:00:00,8,6,10,21.94666666666667,56.02333333333333,1015.3666666666668,16.0,0.0,83.0,7.2,22.74533333333333,125.81066666666668,0.0,0
2025-10-18 09:00:00,9,6,10,22.075,55.635000000000005,1015.3666666666668,18.7,0.0,73.0,4.0,31.228666666666665,139.41933333333333,0.0,0
2025-10-18 10:00:00,10,6,10,22.47666666666667,55.46666666666666,1015.4,20.4,0.0,66.0,5.4,37.41933333333333,155.6926666666667,0.0,0
2025-10-18 11:00:00,11,6,10,22.686666666666667,55.51,1014.7333333333332,21.3,0.0,66.0,5.8,40.39933333333333,174.75750000000002,0.0,0
2025-10-18 12:00:00,12,6,10,22.813333333333333,55.620000000000005,1014.2,22.0,0.0,66.0,6.8,39.516,194.09000000000003,0.0,0
2025-10-18 13:00:00,13,6,10,22.885,55.745,1013.65,22.2,0.0,65.0,10.8,34.992,211.77466666666663,0.0,0
2025-10-18 14:00:00,14,6,10,23.01,55.88,1013.7,21.9,0.8,69.0,12.2,27.660000000000004,226.82066666666665,0.0,0
2025-10-18 15:00:00,15,6,10,23.116666666666664,56.39333333333334,1013.5666666666666,21.5,6.2,73.0,13.0,18.422,239.3733333333333,0.0,0
2025-10-18 16:00:00,16,6,10,23.25,57.05,1013.5666666666666,20.9,10.2,79.0,13.7,7.415,250.7126923076923,0.0,0
2025-10-18 17:00:00,17,6,10,23.296666666666667,57.465,1014.05,20.1,13.3,86.0,15.1,-1.3888235294117646,258.4964705882353,0.0,0
2025-10-18 18:00:00,18,6,10,23.236666666666665,57.873333333333335,1014.5333333333334,19.1,20.3,89.0,12.6,-13.570000000000002,268.2842857142857,0.0,0
2025-10-18 19:00:00,19,6,10,23.24,58.30500000000001,1014.9,19.0,3.9,87.0,12.6,-25.683333333333334,278.61,0.0,0
2025-10-18 20:00:00,20,6,10,23.236666666666665,59.00666666666666,1015.125,18.5,7.8,88.0,9.4,-36.89333333333334,289.9566666666667,0.0,0
2025-10-18 21:00:00,21,6,10,23.236666666666665,59.59,1015.125,17.6,6.2,91.0,10.1,-47.18666666666667,304.3666666666668,0.0,0
2025-10-18 22:00:00,22,6,10,23.12,60.66,1015.35,17.1,1.6,92.0,10.8,-55.49666666666667,324.1333333333333,0.0,0
2025-10-18 23:00:00,23,6,10,23.01,61.43,1015.2,16.3,3.9,94.0,10.4,-59.98,350.4866666666667,0.0,0
2025-10-19 00:00:00,0,7,10,22.956666666666667,61.56999999999999,1014.8333333333334,15.7,38.3,94.0,10.4,-59.00666666666666,19.25333333333333,0.0,0
2025-10-19 01:00:00,1,7,10,22.825,61.95,1014.5,15.2,21.9,96.0,9.7,-52.97,43.55666666666667,0.0,0
2025-10-19 02:00:00,2,7,10,22.8,62.04333333333333,1014.05,14.8,10.2,95.0,8.6,-43.81666666666666,61.21,0.0,0
2025-10-19 03:00:00,3,7,10,22.82,61.99,1014.0,14.6,6.2,94.0,10.4,-33.126666666666665,74.34333333333335,0.0,0
2025-10-19 04:00:00,4,7,10,22.74,61.93,1013.9,14.6,4.7,91.0,9.0,-20.4575,86.16499999999999,0.0,0
2025-10-19 05:00:00,5,7,10,22.75,61.74,1013.7,14.1,7.8,92.0,10.1,-9.19222222222222,95.49333333333335,0.0,0
2025-10-19 06:00:00,6,7,10,22.77,61.38,1013.8,13.6,16.4,94.0,9.7,2.482307692307692,105.07076923076922,0.0,0
2025-10-19 07:00:00,7,7,10,22.736666666666665,61.185,1014.2333333333336,14.2,18.7,92.0,10.8,11.88421052631579,113.9521052631579,0.0,0
2025-10-19 08:00:00,8,7,10,22.51,61.38,1014.2333333333336,16.1,14.1,86.0,10.1,22.68066666666667,126.34666666666666,0.0,0
2025-10-19 09:00:00,9,7,10,22.565,61.36,1014.1,18.6,23.4,78.0,8.6,31.09133333333333,139.97800000000004,0.0,0
2025-10-19 10:00:00,10,7,10,22.67,61.223333333333336,1013.65,20.6,18.7,71.0,9.0,37.186,156.24266666666668,0.0,0
2025-10-19 11:00:00,11,7,10,22.698,61.138,1012.8,21.8,96.9,67.0,9.0,40.06866666666667,174.80400000000003,0.0,0
2025-10-19 12:00:00,12,7,10,22.820000000000004,60.84333333333333,1012.05,22.6,100.0,62.0,10.4,39.16333333333333,194.004,0.0,0
2025-10-19 13:00:00,13,7,10,22.8725,60.6875,1011.3,22.9,100.0,59.0,13.7,34.664,211.59466666666668,0.0,0
2025-10-19 14:00:00,14,7,10,22.935,60.48666666666667,1010.6666666666666,22.5,100.0,65.0,15.5,27.364,226.5893333333333,0.0,0
2025-10-19 15:00:00,15,7,10,22.977500000000003,60.48333333333333,1009.9333333333334,22.2,100.0,68.0,18.4,18.15666666666667,239.1173333333333,0.0,0
2025-10-19 16:00:00,16,7,10,23.2,61.63,1009.9333333333334,21.8,100.0,70.0,20.2,7.271999999999999,250.35440000000008,0.0,0
2025-10-19 17:00:00,17,7,10,23.1,60.66,1009.9333333333334,21.0,100.0,78.0,19.4,-1.376470588235294,258.0164705882353,0.0,0
2025-10-19 18:00:00,18,7,10,23.035,60.715,1009.5,20.0,100.0,83.0,14.8,-13.56857142857143,267.81142857142856,0.0,0
2025-10-19 19:00:00,19,7,10,23.035,60.96,1009.3,18.7,95.3,87.0,10.1,-25.69,278.09666666666664,0.0,0
2025-10-19 20:00:00,20,7,10,22.94333333333333,61.895,1009.2,18.1,57.0,90.0,7.2,-36.92,289.37999999999994,0.0,0
2025-10-19 21:00:00,21,7,10,22.82333333333333,62.56333333333333,1009.2000000000002,17.6,80.5,90.0,10.8,-47.27666666666667,303.69666666666666,0.0,0
2025-10-19 22:00:00,22,7,10,22.71,62.95,1008.8333333333334,16.7,68.7,92.0,10.4,-55.68000000000001,323.3933333333334,0.0,0
2025-10-19 23:00:00,23,7,10,22.7425,62.9475,1008.1666666666666,16.3,63.3,92.0,10.1,-60.29333333333333,350.0233333333333,0.0,0
2025-10-20 00:00:00,0,1,10,22.7725,62.970000000000006,1007.35,16.0,18.0,90.0,9.0,-59.35,19.44,0.0,0
2025-10-20 01:00:00,1,1,10,22.815,62.94,1006.75,15.7,57.8,91.0,11.2,-53.26666666666667,43.88666666666666,0.0,0
2025-10-20 02:00:00,2,1,10,22.8125,62.94,1006.05,15.1,53.1,90.0,12.2,-44.07666666666666,61.55666666666667,0.0,0
2025-10-20 03:00:00,3,1,10,22.78,63.1,1005.4,14.7,84.4,89.0,12.2,-33.36,74.67333333333333,0.0,0
2025-10-20 04:00:00,4,1,10,22.815,62.790000000000006,1005.1,14.7,80.5,87.0,11.9,-20.57,86.56,0.0,0
2025-10-20 05:00:00,5,1,10,22.7875,62.583333333333336,1005.025,14.8,84.4,84.0,12.6,-9.192222222222222,95.96222222222224,0.0,0
2025-10-20 06:00:00,6,1,10,23.12,61.615,1005.025,15.0,9.4,81.0,14.8,2.4734615384615384,105.53961538461536,0.0,0
2025-10-20 07:00:00,7,1,10,23.74,54.85799999999999,1005.08,17.4,60.9,68.0,18.0,11.865263157894738,114.44842105263156,0.0,0
2025-10-20 08:00:00,8,1,10,24.0,54.56,1005.4,20.0,74.2,62.0,19.4,22.616666666666667,126.87666666666664,0.0,0
2025-10-20 09:00:00,9,1,10,24.106666666666666,54.173333333333325,1005.0,21.6,91.4,61.0,18.0,30.95133333333333,140.53,0.0,0
2025-10-20 10:00:00,10,1,10,24.925,56.03,1004.6,23.1,97.7,58.0,18.0,36.952666666666666,156.78733333333332,0.0,0
2025-10-20 11:00:00,11,1,10,25.316666666666663,52.22666666666667,1004.44,24.2,89.1,56.0,20.2,39.71857142857142,175.15666666666667,0.0,0
2025-10-20 12:00:00,12,1,10,25.08625,50.11,1003.625,25.5,98.4,50.0,21.6,38.81266666666667,193.916,0.0,0
2025-10-20 13:00:00,13,1,10,25.0,49.475,1003.05,25.3,100.0,50.0,23.0,34.338,211.41666666666663,0.0,0
2025-10-20 14:00:00,14,1,10,25.1125,54.81666666666666,1002.875,24.6,100.0,53.0,22.3,27.071333333333328,226.36066666666667,0.0,0
2025-10-20 15:00:00,15,1,10,25.535,56.175,1002.5,24.2,95.3,56.0,21.6,17.892,238.8633333333333,0.0,0
2025-10-20 16:00:00,16,1,10,25.525,54.765,1002.25,24.8,46.9,54.0,18.4,7.060000000000001,250.06346153846155,0.0,0
2025-10-20 17:00:00,17,1,10,25.4625,55.6075,1002.725,23.9,96.9,54.0,17.3,-2.046470588235294,258.09176470588244,0.0,0
2025-10-20 18:00:00,18,1,10,25.64333333333333,59.54333333333333,1003.4,23.0,97.7,55.0,16.6,-14.316666666666668,267.945,0.0,0
2025-10-20 19:00:00,19,1,10,25.3425,60.6975,1003.85,21.3,91.4,62.0,15.1,-25.69333333333333,277.59,0.0,0
2025-10-20 20:00:00,20,1,10,24.87,60.66,1004.35,20.4,91.4,64.0,14.0,-36.95666666666667,288.81,0.0,0
2025-10-20 21:00:00,21,1,10,24.645,60.63999999999999,1004.7,20.1,92.2,64.0,14.0,-47.36333333333334,303.0366666666667,0.0,0
2025-10-20 22:00:00,22,1,10,24.585,60.345,1005.1,20.1,91.4,61.0,15.8,-55.86333333333334,322.65,0.0,0
2025-10-20 23:00:00,23,1,10,24.21,57.95333333333334,1005.2666666666668,19.8,93.7,59.0,16.9,-60.60999999999999,349.55333333333334,0.0,0
2025-10-21 00:00:00,0,2,10,23.985,54.79571428571428,1005.1428571428572,19.4,96.9,58.0,15.8,-59.69333333333333,19.62,0.0,0
2025-10-21 01:00:00,1,2,10,23.875,54.355,1004.55,19.3,98.4,59.0,16.6,-53.56666666666666,44.21,0.0,0
2025-10-21 02:00:00,2,2,10,23.82,54.9,1004.55,19.3,91.4,57.0,18.4,-44.333333333333336,61.903333333333336,0.0,0
2025-10-21 03:00:00,3,2,10,23.9,55.05,1004.55,18.9,93.7,59.0,18.7,-33.596666666666664,75.0,0.0,0
