,temp_aula,hum_aula,pres_aula,min_puerta_1,min_ventana_1,min_ventana_2,min_ventana_3,min_ventana_4,min_ventana_5,min_ventana_6,min_ventana_7,min_ventana_8,min_ventana_9,min_ventana_10,min_ventana_11,min_ventana_12,temp_exterior,nubosidad,hum_exterior,vel_viento,elevacion_sol,acimut_sol,hora_del_dia,dia_de_la_semana,mes_del_ano,temp_calefaccion,temp_calefaccion_inferida,calefaccion_encendida,min_totales_ponderados,derroche_actual
2025-10-10 04:00:00,24.185,62.525,1017.86,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,100.0,94.0,16.2,-18.508000000000003,83.3,4,5,10,25.2,25.69139846112816,0.0,40.0,0
2025-10-10 05:00:00,24.12,62.51,1018.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,100.0,93.0,16.2,-6.943636363636363,92.98181818181818,5,5,10,25.2,25.518656848129016,0.0,40.0,0
2025-10-10 06:00:00,24.070000000000004,62.56666666666666,1018.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,100.0,94.0,19.1,4.161785714285714,102.12535714285715,6,5,10,25.2,25.47178776973696,0.0,40.0,0
2025-10-10 07:00:00,24.06,62.53666666666667,1019.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,100.0,91.0,23.8,14.384705882352945,111.6994117647059,7,5,10,25.1,25.35921508510769,0.0,40.0,0
2025-10-10 08:00:00,24.01,62.595,1019.525,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,100.0,91.0,23.4,25.16933333333333,123.93466666666669,8,5,10,25.1,25.220446277775352,0.0,40.0,0
2025-10-10 09:00:00,23.94333333333333,62.6425,1019.825,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,100.0,88.0,19.4,33.88666666666666,137.85133333333334,9,5,10,25.0,25.02840126786899,0.0,40.0,0
2025-10-10 10:00:00,23.91,62.67,1019.95,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,100.0,86.0,22.3,40.28866666666667,154.74200000000005,10,5,10,25.0,24.99580311579733,0.0,40.0,0
2025-10-10 11:00:00,23.79,62.84,1019.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,100.0,88.0,18.0,43.34642857142857,173.6792857142857,11,5,10,25.0,24.890379097060787,0.0,40.0,0
2025-10-10 12:00:00,23.6625,63.02,1019.55,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,99.2,83.0,19.4,42.59933333333334,193.544,12,5,10,24.9,24.7611850538612,0.0,40.0,0
2025-10-10 13:00:00,23.61,63.21,1019.05,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,100.0,89.0,18.7,38.08866666666667,212.1793333333333,13,5,10,24.9,24.834183312848094,0.0,40.0,0
2025-10-10 14:00:00,23.515,63.585,1018.85,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,100.0,87.0,23.8,30.64133333333333,227.84400000000005,14,5,10,24.9,24.788016985953448,0.0,40.0,0
2025-10-10 15:00:00,23.445,63.845,1018.95,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,99.2,81.0,24.8,21.258666666666667,240.73266666666663,15,5,10,24.8,24.795400563857573,0.0,40.0,0
2025-10-10 16:00:00,23.44333333333333,64.08999999999999,1019.1666666666666,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,97.7,78.0,26.3,9.673181818181815,252.64363636363635,16,5,10,24.8,24.80439853777017,0.0,40.0,0
2025-10-10 17:00:00,23.46,64.12,1019.2666666666668,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,65.6,76.0,26.6,0.3856521739130434,260.87173913043483,17,5,10,24.8,24.81536170412113,0.0,40.0,0
2025-10-10 18:00:00,23.44333333333333,64.03,1019.4333333333334,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,18.7,75.0,25.6,-12.82375,271.5775,18,5,10,24.8,24.83573691943528,0.0,40.0,0
2025-10-10 19:00:00,23.51,63.86,1019.4333333333334,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,65.6,81.0,23.8,-25.61,282.83,19,5,10,24.8,25.015195330734137,0.0,40.0,0
2025-10-10 20:00:00,23.5,63.645,1019.55,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,64.1,80.0,24.8,-36.56,294.69,20,5,10,24.7,25.085490204773293,0.0,40.0,0
2025-10-10 21:00:00,23.405,63.575,1019.7000000000002,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,50.0,80.0,24.8,-46.35333333333333,309.7866666666667,21,5,10,24.7,25.047634209697016,0.0,40.0,0
2025-10-10 22:00:00,23.366666666666664,63.48,1019.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,51.6,81.0,22.3,-53.830000000000005,330.02000000000004,22,5,10,24.6,25.017377412674083,0.0,40.0,0
2025-10-10 23:00:00,23.2,63.62666666666667,1018.65,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,32.0,80.0,20.9,-57.303333333333335,354.07,23,5,10,24.6,24.852424454191485,0.0,40.0,0
2025-10-11 00:00:00,22.94,64.12,1018.6,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,52.3,79.0,25.2,-56.156666666666666,17.896666666666665,0,6,10,24.6,24.990748307933416,0.0,40.0,0
2025-10-11 01:00:00,23.138,63.698,1018.82,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,74.2,79.0,22.3,-50.45666666666667,41.06333333333333,1,6,10,24.5,25.038294505198948,0.0,40.0,0
2025-10-11 02:00:00,23.0675,63.868,1018.16,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,88.3,80.0,25.6,-41.63666666666667,58.49333333333333,2,6,10,24.5,24.956824445203672,0.0,40.0,0
2025-10-11 03:00:00,23.01,64.0,1018.16,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,93.0,84.0,24.1,-31.16333333333333,71.73666666666666,3,6,10,24.5,24.82921211536643,0.0,40.0,0
2025-10-11 04:00:00,23.076666666666668,63.905,1017.6333333333332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,99.2,88.0,22.0,-18.602,83.734,4,6,10,24.4,24.81227588816955,0.0,40.0,0
2025-10-11 05:00:00,22.83,64.095,1017.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,99.2,84.0,27.4,-7.43,93.081,5,6,10,24.4,24.543100569553435,0.0,40.0,0
2025-10-11 06:00:00,22.606,64.996,1017.2666666666668,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,93.0,85.0,24.8,3.9386206896551728,102.4396551724138,6,6,10,24.3,24.210688213502426,0.0,40.0,0
2025-10-11 07:00:00,22.412222222222223,65.59222222222222,1017.6111111111112,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,96.9,86.0,29.9,14.020624999999995,111.865,7,6,10,24.3,24.075401616009817,0.0,40.0,0
2025-10-11 08:00:00,22.29,66.03999999999999,1017.75,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,97.7,81.0,31.3,24.464666666666663,123.65466666666664,8,6,10,24.2,23.834724503465804,0.0,40.0,0
2025-10-11 09:00:00,22.33,66.045,1018.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,94.5,76.0,28.1,33.22733333333334,137.4226666666667,9,6,10,24.2,23.703959424494563,0.0,40.0,0
2025-10-11 10:00:00,22.205,66.04333333333334,1018.0333333333332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,99.2,80.0,25.2,39.718,154.10733333333334,10,6,10,24.1,23.609853299994622,0.0,40.0,0
2025-10-11 11:00:00,22.27,65.94,1018.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,96.9,80.0,24.5,42.93999999999999,173.42000000000002,11,6,10,24.1,23.66842728749865,0.0,40.0,0
2025-10-11 12:00:00,22.37,66.00666666666667,1017.5333333333334,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,99.2,82.0,26.3,42.23,193.45000000000007,12,6,10,24.1,23.822411965856315,0.0,40.0,0
2025-10-11 13:00:00,22.355,66.045,1017.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,99.2,85.0,17.6,37.746,211.9826666666667,13,6,10,24.1,23.733603832999385,0.0,40.0,0
2025-10-11 14:00:00,22.37333333333333,65.85499999999999,1017.1666666666666,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,96.9,85.0,20.5,30.33466666666667,227.5913333333333,14,6,10,24.1,23.8540169796637,0.0,40.0,0
2025-10-11 15:00:00,22.37,65.915,1016.85,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,100.0,88.0,20.5,20.982666666666667,240.4586666666667,15,6,10,24.1,23.95547306564488,0.0,40.0,0
2025-10-11 16:00:00,22.43,66.24333333333333,1016.8666666666668,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,100.0,87.0,17.6,9.379130434782608,252.40173913043472,16,6,10,24.1,23.99483642288594,0.0,40.0,0
2025-10-11 17:00:00,22.436666666666667,66.535,1016.9333333333334,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,100.0,90.0,13.3,0.1936363636363637,260.54545454545456,17,6,10,24.0,23.987367309200515,0.0,40.0,0
2025-10-11 18:00:00,22.46,66.67500000000001,1016.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,88.3,93.0,16.6,-12.8225,271.08125,18,6,10,24.0,24.1454008974946,0.0,40.0,0
2025-10-11 19:00:00,22.44,66.955,1016.74,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,99.2,90.0,16.6,-25.62333333333333,282.2933333333333,19,6,10,24.0,24.15728379232868,0.0,40.0,0
2025-10-11 20:00:00,22.469999999999995,66.85,1017.0833333333334,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,97.7,90.0,21.6,-36.61000000000001,294.08666666666664,20,6,10,23.9,24.31806273708792,0.0,40.0,0
2025-10-11 21:00:00,22.506666666666664,66.83666666666667,1017.4666666666666,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,99.2,90.0,20.5,-46.47,309.1,21,6,10,23.9,24.391291592553703,0.0,40.0,0
2025-10-11 22:00:00,22.516666666666666,66.93666666666667,1017.45,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,98.4,90.0,19.4,-54.05666666666667,329.2933333333333,22,6,10,23.9,24.404135519761866,0.0,40.0,0
2025-10-11 23:00:00,22.52,67.08,1017.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,98.4,87.0,18.4,-57.64666666666667,353.6333333333334,23,6,10,23.9,24.32572935459008,0.0,40.0,0
2025-10-12 00:00:00,22.50333333333333,67.10333333333334,1017.44,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,99.2,87.0,19.8,-56.52333333333333,18.05333333333333,0,7,10,23.8,24.64005604545406,0.0,40.0,0
2025-10-12 01:00:00,22.385,67.2825,1016.7333333333332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,96.1,91.0,25.2,-50.78333333333333,41.36000000000001,1,7,10,23.8,24.594967674920177,0.0,40.0,0
2025-10-12 02:00:00,22.41,67.41000000000001,1016.0333333333332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,83.6,89.0,23.8,-41.92,58.82666666666666,2,7,10,23.8,24.454531020501904,0.0,40.0,0
2025-10-12 03:00:00,22.39,67.38,1015.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,98.4,87.0,24.5,-31.416666666666668,72.06333333333333,3,7,10,23.8,24.318853362728028,0.0,40.0,0
2025-10-12 04:00:00,22.105,67.89,1015.85,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,95.3,86.0,22.0,-18.7,84.162,4,7,10,23.7,23.94059040354846,0.0,40.0,0
2025-10-12 05:00:00,22.21,67.83,1016.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,80.5,86.0,22.7,-7.433,93.567,5,7,10,23.7,23.944401545756136,0.0,40.0,0
2025-10-12 06:00:00,22.2675,67.5875,1015.775,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,97.7,84.0,18.4,3.7467857142857137,102.76357142857144,6,7,10,23.7,23.838844325634373,0.0,40.0,0
2025-10-12 07:00:00,22.235,67.57,1016.35,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,65.6,92.0,19.4,13.710588235294116,112.10235294117648,7,7,10,23.6,23.9014010837731,0.0,40.0,0
2025-10-12 08:00:00,22.23,67.57,1016.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,93.7,86.0,20.9,24.39666666666667,124.20666666666668,8,7,10,23.6,23.840055629629088,0.0,40.0,0
2025-10-12 09:00:00,22.200000000000003,67.595,1016.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,100.0,82.0,20.2,33.086,138.0033333333333,9,7,10,23.6,23.74686608385508,0.0,40.0,0
2025-10-12 10:00:00,22.102,67.862,1015.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,89.8,79.0,20.5,39.48,154.686,10,7,10,23.6,23.600338683104063,0.0,40.0,0
2025-10-12 11:00:00,22.136666666666667,67.64999999999999,1015.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,50.0,76.0,22.7,42.57214285714285,173.83599999999998,11,7,10,23.6,23.599725396854964,0.0,40.0,0
2025-10-12 12:00:00,22.19333333333333,67.31333333333333,1014.65,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,19.5,74.0,20.9,41.86266666666667,193.36133333333328,12,7,10,23.5,23.652078603117168,0.0,40.0,0
2025-10-12 13:00:00,22.36,66.9,1014.65,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,33.6,70.0,18.0,37.404,211.79133333333337,13,7,10,23.5,23.74298788295353,0.0,40.0,0
2025-10-12 14:00:00,22.42,66.57,1014.65,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,26.6,71.0,17.6,30.02800000000001,227.34333333333333,14,7,10,23.5,23.84963810293054,0.0,40.0,0
2025-10-12 15:00:00,22.505,66.74,1014.85,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,39.8,70.0,15.8,20.706,240.18800000000005,15,7,10,23.5,23.892620545400515,0.0,40.0,0
2025-10-12 16:00:00,22.48,66.9,1014.85,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,36.7,75.0,14.8,9.09625,252.1525,16,7,10,23.6,23.995844282257,0.0,40.0,0
2025-10-12 17:00:00,22.52,66.97,1015.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,27.3,83.0,15.5,0.0009523809523807,260.22285714285715,17,7,10,23.6,24.190595567183376,0.0,40.0,0
2025-10-12 18:00:00,22.43,66.84,1015.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,32.0,86.0,16.2,-12.8225,270.585,18,7,10,23.6,24.23555281636871,0.0,40.0,0
2025-10-12 19:00:00,22.455,66.685,1015.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,39.8,89.0,13.7,-25.63,281.75,19,7,10,23.6,24.34202406554727,0.0,40.0,0
2025-10-12 20:00:00,22.48,66.7,1015.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,37.5,91.0,16.2,-36.653333333333336,293.4833333333333,20,7,10,23.6,24.460544887701303,0.0,40.0,0
2025-10-12 21:00:00,22.48,66.62,1015.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,55.5,90.0,18.0,-46.583333333333336,308.41333333333336,21,7,10,23.5,24.49523063204411,0.0,40.0,0
2025-10-12 22:00:00,22.494,66.578,1014.86,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,88.3,90.0,18.7,-54.27333333333333,328.56,22,7,10,23.5,24.52013384973994,0.0,40.0,0
2025-10-12 23:00:00,22.48,66.54333333333334,1014.85,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,96.1,89.0,18.4,-57.99333333333333,353.2,23,7,10,23.5,24.494860013747985,0.0,40.0,0
2025-10-13 00:00:00,22.43,66.58,1014.2333333333332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,100.0,88.0,18.4,-56.88,18.223333333333333,0,1,10,23.5,24.237330982986123,0.0,40.0,0
2025-10-13 01:00:00,22.39333333333333,66.77333333333333,1013.6666666666666,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,100.0,88.0,18.7,-51.10333333333333,41.673333333333325,1,1,10,23.5,24.088253854083884,0.0,40.0,0
2025-10-13 02:00:00,22.27,66.935,1013.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,100.0,88.0,19.8,-42.196666666666665,59.16333333333333,2,1,10,23.5,23.92284952646157,0.0,40.0,0
2025-10-13 03:00:00,22.125,67.155,1013.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,100.0,86.0,19.1,-31.666666666666668,72.39333333333333,3,1,10,23.5,23.676010843112337,0.0,40.0,0
2025-10-13 04:00:00,22.195,67.165,1012.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,100.0,86.0,21.6,-18.794000000000004,84.588,4,1,10,23.5,23.662751299336342,0.0,40.0,0
2025-10-13 05:00:00,22.3,67.64,1012.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,100.0,84.0,22.0,-7.433,94.056,5,1,10,23.4,23.693555202918464,0.0,60.0,0
2025-10-13 06:00:00,23.12,70.9225,1012.7333333333332,30.0,30.0,60.0,60.0,60.0,60.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,18.0,100.0,83.0,22.0,3.738928571428571,103.25285714285712,6,1,10,23.5,22.38057832775289,0.0,405.0,0
2025-10-13 07:00:00,23.725,69.095,1012.8,30.0,30.0,60.0,60.0,60.0,60.0,0.0,30.0,0.0,0.0,0.0,60.0,0.0,17.3,100.0,85.0,20.2,13.695882352941176,112.62117647058824,7,1,10,23.5,23.0063801037116,0.0,375.0,0
2025-10-13 08:00:00,24.085,68.11500000000001,1013.2,32.3,30.0,60.0,60.0,60.0,60.0,0.0,30.0,0.0,60.0,0.0,60.0,0.0,18.3,99.2,84.0,20.9,24.32933333333333,124.76266666666666,8,1,10,23.4,23.16083662373481,0.0,409.6,0
2025-10-13 09:00:00,23.568571428571428,68.11,1013.0285714285714,28.2,30.0,60.0,60.0,60.0,60.0,0.0,30.0,0.0,0.0,0.0,20.0,0.0,20.1,98.4,82.0,21.2,32.944,138.58599999999998,9,1,10,23.9,23.34618590848098,0.0,351.4,0
2025-10-13 10:00:00,23.965,69.03999999999999,1013.2,30.0,30.0,60.0,60.0,60.0,60.0,0.0,60.0,0.0,30.0,0.0,30.0,0.0,20.7,100.0,80.0,17.3,39.23933333333333,155.2666666666667,10,1,10,24.0,23.423802406023885,0.0,390.0,0
2025-10-13 11:00:00,24.532,68.602,1013.26,30.0,30.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,19.4,100.0,89.0,9.7,42.24933333333333,174.52799999999996,11,1,10,24.2,23.71537121457443,0.0,240.0,0
2025-10-13 12:00:00,23.8675,68.44250000000001,1012.6333333333332,30.0,30.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,19.2,100.0,91.0,15.1,41.312000000000005,194.56333333333336,12,1,10,24.1,23.3367512411226,0.0,240.0,0
2025-10-13 13:00:00,23.38,69.33,1012.4,60.0,30.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,19.1,100.0,88.0,18.0,36.656,212.72266666666667,13,1,10,24.0,23.22636506433172,0.0,300.0,0
2025-10-13 14:00:00,24.0925,71.43875,1012.3,60.0,30.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,19.0,99.2,88.0,25.9,29.15466666666667,228.028,14,1,10,23.9,23.704501382136147,0.0,300.0,0
2025-10-13 15:00:00,24.375,70.985,1011.95,60.0,30.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,19.6,100.0,84.0,18.7,19.76533333333333,240.6953333333334,15,1,10,24.3,23.875544545767188,0.0,300.0,0
2025-10-13 16:00:00,24.63833333333333,70.72166666666668,1011.9199999999998,40.0,0.0,60.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,100.0,83.0,19.1,8.503478260869567,252.19956521739124,16,1,10,24.5,24.641049381044308,0.0,230.0,0
2025-10-13 17:00:00,25.036666666666665,70.12,1011.9,40.0,0.0,60.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,100.0,87.0,16.6,-0.1949999999999997,259.904,17,1,10,24.5,25.050212227291148,0.0,230.0,0
2025-10-13 18:00:00,25.293333333333333,68.32666666666667,1012.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,100.0,90.0,10.4,-12.8225,270.09375,18,1,10,24.6,25.42706836140546,0.0,0.0,0
2025-10-13 19:00:00,24.4225,68.93,1012.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,100.0,92.0,14.8,-25.636666666666667,281.22,19,1,10,24.5,24.96534784867269,0.0,0.0,0
2025-10-13 20:00:00,23.89,69.49,1012.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,95.3,93.0,13.7,-36.7,292.88666666666666,20,1,10,24.5,24.588818207052835,0.0,0.0,0
2025-10-13 21:00:00,23.585,69.535,1012.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,64.1,93.0,13.3,-46.693333333333335,307.7333333333333,21,1,10,24.4,24.42220255185406,0.0,0.0,0
2025-10-13 22:00:00,23.43,69.35,1012.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,60.2,95.0,10.4,-54.49333333333334,327.8233333333333,22,1,10,24.2,24.309626806372776,0.0,0.0,0
2025-10-13 23:00:00,23.27,69.01,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,93.7,95.0,16.9,-58.333333333333336,352.75333333333333,23,1,10,24.1,24.26622539334313,0.0,0.0,0
2025-10-14 00:00:00,23.065,68.66999999999999,1012.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,30.5,94.0,15.1,-57.24,18.39,0,2,10,24.0,24.43872830973582,0.0,0.0,0
2025-10-14 01:00:00,22.781666666666663,68.99166666666666,1013.0166666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,11.7,94.0,14.8,-51.41666666666666,41.98,1,2,10,23.9,24.12036784904572,0.0,0.0,0
2025-10-14 02:00:00,22.51,69.03666666666668,1012.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,97.7,94.0,11.5,-42.47,59.50333333333333,2,2,10,23.8,23.721314837828285,0.0,0.0,0
2025-10-14 03:00:00,22.44666666666667,68.93666666666667,1011.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,96.1,93.0,13.0,-31.91333333333333,72.71666666666665,3,2,10,23.7,23.640071557164514,0.0,0.0,0
2025-10-14 04:00:00,22.605,68.15,1012.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,43.7,92.0,14.0,-18.888,85.01199999999999,4,2,10,23.6,23.720023440418217,0.0,0.0,0
2025-10-14 05:00:00,22.75333333333333,67.82666666666665,1012.6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.1,93.0,10.4,-7.433000000000002,94.53900000000002,5,2,10,23.6,23.97496894890962,0.0,60.0,0
